"data_category","SW8","PNILP","PAREA","JIMOK","SPFC1","LAND_USE","GEO_HL","GEO_FORM","ROAD_SIDE"
"social",0,-0.767123418379738,-0.215662608168454,"8","44","110","2","4","8"
"social",0,-1.13548223753931,-0.108745390508602,"8","71","110","2","8","8"
"social",0,-1.1688920206751,-0.0811150983043701,"8","64","110","2","7","8"
"social",0,-1.00283617710634,-0.15621364809096,"1","64","110","2","7","6"
"social",0,-1.03362141252233,-0.202740332848496,"8","64","160","2","4","8"
"social",0,-0.771521309153451,-0.208097557541444,"8","64","160","2","4","8"
"social",0,-0.942826248161801,-0.174655488246075,"8","43","160","2","7","8"
"social",0,-1.06242050371794,-0.211344360385654,"8","64","110","2","7","8"
"social",0,-0.983684072124042,-0.171084005117444,"8","43","160","2","7","4"
"social",0,-0.904096435864261,-0.16916839143936,"8","64","160","2","5","7"
"social",0,-0.998012683999688,0.0950564240224932,"8","15","160","3","4","8"
"social",0,-1.08937531813748,0.677208173989441,"8","64","160","3","7","8"
"social",0,-1.1832915662729,-0.191506395007528,"8","62","160","3","4","10"
"social",0,-1.17109096606196,-0.170856728918349,"8","64","160","2","4","8"
"social",0,-1.14640603075144,-0.193973965169128,"8","64","160","2","1","8"
"social",0,-1.04419053712368,-0.0301727616787069,"8","64","210","2","7","6"
"social",0,-1.04475800690093,-0.0682252910128543,"8","64","310","3","4","8"
"social",0,-1.09788736479628,-0.178778927858223,"9","64","410","2","5","8"
"social",0,-1.04475800690093,-0.0682252910128543,"8","64","310","3","4","8"
"social",0,-1.1832915662729,-0.191506395007528,"8","62","160","3","4","10"
"social",0,-1.1055482067892,-0.217675625931865,"8","64","110","3","4","8"
"social",0,-1.13363796076324,-0.187577763566033,"8","32","895","3","7","6"
"social",0,-1.18619984888133,-0.198454553094139,"8","62","160","3","4","10"
"social",0,-1.18811505937956,-0.198454553094139,"8","62","160","3","7","10"
"social",0,-1.17868087433272,-0.157122752887339,"8","64","160","2","7","8"
"social",0,-1.1433558806987,-0.215662608168454,"8","64","110","3","3","8"
"social",0,-1.08781477625003,-0.21621456465197,"8","43","160","3","1","8"
"social",0,-1.12604805249247,-0.120466348776202,"8","64","160","2","7","8"
"social",0,-0.61830446929505,0.100121436459462,"8","43","210","3","8","8"
"social",0,-1.02262668558805,-0.204039053986181,"25","64","160","2","7","6"
"social",0,-1.11008796500722,-0.211311892357212,"8","64","160","3","4","8"
"social",0,-1.13030407582187,-0.193941497140686,"8","64","160","3","4","8"
"social",0,-1.13874518875852,-0.110531132072917,"8","64","160","3","4","8"
"social",0,-1.14087320042322,-0.201701355938349,"8","71","160","2","7","8"
"social",0,-1.01375997031847,-0.195922046875654,"8","64","110","3","7","8"
"social",0,-1.07121628526537,0.09408238316923,"8","64","160","2","7","8"
"social",0,-1.08951718558179,0.00947070104910365,"8","64","160","3","7","8"
"social",0,-0.959353805424305,-0.201993568194328,"8","43","110","2","4","10"
"social",0,-1.11420212089231,-0.103095953559675,"8","64","110","3","4","12"
"social",0,-1.1322192863201,-0.164103379002391,"8","64","160","3","7","8"
"social",0,-1.1433558806987,-0.215662608168454,"8","64","110","3","3","8"
"social",0,-1.11959308377622,-0.206896240489086,"8","63","110","3","4","8"
"social",2,2.33431171547621,-0.218266544049511,"8","15","220","2","2","5"
"social",0,-0.0987149544974657,-0.206441688090896,"8","22","210","2","4","9"
"social",1,1.2596658248027,-0.221513346893722,"8","22","210","2","4","4"
"social",2,0.89435715569587,-0.21685418481228,"8","22","210","3","1","6"
"social",2,0.89435715569587,-0.204795559048882,"8","22","240","3","1","6"
"social",1,2.61166256910878,-0.203912428675256,"8","16","210","3","2","5"
"social",0,0.84541288740777,-0.186899181771593,"8","15","210","2","1","1"
"social",0,0.84541288740777,-0.186899181771593,"8","15","210","2","1","1"
"social",0,1.0213285183563,-0.21413985763452,"8","16","210","2","3","1"
"social",0,-0.3427269587164,0.125563383546695,"8","14","220","2","2","5"
"social",0,-0.630717870672467,-0.172749614976524,"8","33","240","2","4","4"
"social",1,-0.929065106063408,-0.155824031749654,"8","13","160","3","7","6"
"social",3,1.58028624895084,-0.161441000670139,"8","16","210","2","2","7"
"social",0,-0.584610951270634,-0.172700912933861,"8","33","410","2","2","6"
"social",2,-1.04851749417524,-0.0615563579708459,"22","43","950","2","7","1"
"social",0,-0.748751584341161,-0.192197964013345,"8","22","230","2","2","4"
"social",0,-0.794929437465151,-0.21296776180776,"8","14","220","2","2","7"
"social",0,-0.794929437465151,-0.21296776180776,"8","14","220","2","2","7"
"social",0,-0.200150177181499,0.00171084225144049,"8","44","160","2","7","1"
"social",0,-0.200150177181499,0.00171084225144049,"8","44","160","2","7","1"
"social",2,1.42990675797871,2.18688707967339,"8","14","220","2","2","2"
"social",2,1.42990675797871,2.18688707967339,"8","14","220","2","2","2"
"social",0,-0.405857971435833,-0.212682043157469,"8","14","160","2","1","6"
"social",0,-0.405857971435833,-0.212682043157469,"8","14","160","2","1","6"
"social",0,0.254534981842735,-0.176421748993326,"8","13","240","2","4","5"
"social",0,0.254534981842735,-0.176421748993326,"8","13","240","2","4","5"
"social",0,-0.263990527122499,0.491390400412428,"8","14","330","2","4","2"
"social",0,-0.263990527122499,0.491390400412428,"8","14","330","2","4","2"
"social",1,-0.908565260360131,-0.155629223579002,"17","43","160","2","7","1"
"social",1,-0.908565260360131,-0.155629223579002,"17","43","160","2","7","1"
"social",0,-0.984038740734825,2.92834645799437,"10","64","160","3","7","6"
"social",0,-0.984038740734825,2.92834645799437,"10","64","160","3","7","6"
"social",2,-0.105098989491566,-0.163973506888623,"8","14","160","2","7","9"
"social",0,0.494290962732269,1.2319601547541,"8","15","140","2","1","2"
"social",0,-0.935945677112605,-0.20696117654597,"8","64","110","2","7","8"
"social",1,0.122598258631335,-0.221279577088939,"8","14","110","2","1","8"
"social",0,-1.00184310499615,0.110706013731588,"8","64","160","3","7","8"
"social",0,-1.00184310499615,0.110706013731588,"8","64","160","3","7","8"
"social",0,-1.14314307953223,0.0836276780108721,"8","64","160","3","7","8"
"social",0,-1.12654458854757,-0.0241012403600332,"1","64","510","2","7","9"
"social",1,-0.826140275214084,-0.071537029913949,"8","14","160","2","4","4"
"social",0,-0.5065838568983,-0.172347011423842,"9","33","430","3","3","6"
"social",0,-0.505165182455167,-0.206571560204665,"25","14","160","2","7","8"
"social",0,-0.203696863289333,-0.217734068383061,"8","14","310","2","2","5"
"social",1,0.660985209800436,-0.19789285620209,"8","22","210","2","3","5"
"social",1,0.381506344503169,-0.0391664055571701,"8","13","160","2","2","5"
"social",1,1.63774256389774,-0.213971023886621,"8","22","210","2","2","6"
"social",0,-1.16371385895766,-0.194233709396665,"8","63","110","3","7","8"
"social",0,-1.17229683933862,-0.150888891426454,"8","64","110","3","7","8"
"social",0,-1.13150994909854,0.151420921397988,"8","64","160","3","7","6"
"social",0,-1.06823706893479,-0.192285627690139,"8","43","160","2","7","8"
"social",0,-0.378193819794733,-0.183681600152981,"8","15","140","2","7","5"
"social",0,-1.21492800635478,-0.062283641807949,"18","64","920","0","0","0"
"social",0,-1.1055482067892,-0.147447280411591,"8","43","160","3","7","8"
"social",0,-0.276049259889133,0.085121207319209,"8","14","160","2","4","4"
"social",2,1.20575619596364,-0.0174777625578437,"8","43","160","2","1","7"
"social",2,1.20575619596364,-0.0174777625578437,"8","43","160","2","1","7"
"social",1,0.0772006764510681,-0.194558389681086,"8","14","160","2","4","7"
"social",0,-1.10256899045862,2.11505481354807,"25","64","110","3","7","8"
"social",0,1.25257245258704,-0.1939057823094,"8","16","240","2","3","7"
"social",1,-1.00347458060575,1.01947638941758,"22","43","930","3","7","2"
"social",0,-0.280305283218533,0.210434809894359,"8","14","160","2","7","5"
"social",0,-0.235617038259833,-0.206376752034012,"1","13","160","2","7","1"
"social",1,-0.826140275214084,-0.071537029913949,"8","14","160","2","4","4"
"social",2,0.790793921347137,-0.177986707964235,"8","13","160","2","7","2"
"social",0,0.399949112263902,-0.192383031775465,"8","15","160","3","7","5"
"social",1,-0.266118538787199,-0.155976631483332,"8","13","160","2","2","4"
"social",1,-0.266118538787199,-0.155976631483332,"8","13","160","2","2","4"
"social",0,-0.379612494237866,0.690234347000414,"8","14","330","2","4","4"
"social",1,-0.00933846458006547,-0.168418379982347,"28","16","220","2","2","5"
"social",1,0.381506344503169,-0.0391664055571701,"8","13","160","2","2","5"
"social",0,0.170123852476302,-0.0299357450710795,"8","13","160","3","7","1"
"social",1,-1.01390183776278,-0.0830631800108964,"8","43","160","3","7","8"
"social",0,-0.752440137893308,-0.149103149862139,"8","13","330","2","7","5"
"social",0,-0.338470935387,0.0660722150322258,"8","14","160","2","7","4"
"social",1,2.69891104736148,0.253562092074007,"8","16","240","2","4","2"
"social",2,-0.625894377565814,-0.164070910973949,"28","43","430","2","4","6"
"social",1,-0.433522123076933,-0.137154915395444,"8","43","160","2","7","4"
"social",0,-0.202278188846199,-0.21080863791636,"8","13","160","2","7","4"
"social",3,0.155937108044968,-0.204133211268663,"8","14","220","2","2","5"
"social",2,-0.339180272608566,-0.13425227365272,"8","14","160","2","5","5"
"social",0,-0.3427269587164,0.125563383546695,"8","14","220","2","2","5"
"social",0,-1.13626250848303,-0.187415423423823,"8","64","110","2","7","8"
"social",0,-1.21428960285537,-0.169298263553128,"15","71","910","2","0","10"
"social",0,-0.376065808130033,0.20329509043994,"8","14","160","2","4","2"
"social",0,-0.819188770442731,-0.220240600178791,"8","14","310","2","4","7"
"social",1,0.76242043248447,-0.196441535330728,"8","14","240","2","4","6"
"social",1,0.891519806809604,-0.204944911979715,"8","14","160","2","2","4"
"social",1,2.22152709724711,-0.192707712059886,"8","21","210","2","1","2"
"social",1,2.03000604742411,-0.210545646885979,"8","21","210","2","2","5"
"social",1,0.590051487643769,-0.157934453598391,"8","16","240","2","7","1"
"social",1,-0.887497944879601,-0.213487250262833,"8","14","160","2","4","6"
"social",3,1.58028624895084,-0.161441000670139,"8","16","210","2","2","7"
"social",1,0.191403969123302,-0.20235721011288,"8","14","160","2","7","5"
"social",0,-1.03787743585173,-0.218876942984223,"1","13","530","2","4","8"
"social",0,-1.09611402174236,-0.20248058862096,"8","64","130","2","7","8"
"social",0,-0.437068809184767,-0.215792480282223,"8","22","240","2","1","9"
"social",0,-1.20726716436186,3.17942172193717,"23","43","940","2","3","5"
"social",0,-0.5108398802277,0.687045986607399,"23","43","940","2","7","2"
"social",0,-0.732153093356501,0.471750490007799,"23","14","940","2","7","5"
"social",0,-0.0717601400779323,-0.219883451865928,"8","22","160","2","4","7"
"social",6,-0.359041714812433,-0.211656053458699,"8","14","160","2","3","9"
"social",0,-0.667887141082561,-0.216107420158111,"8","14","160","2","2","7"
"social",0,-0.359751052034,-0.216045730904071,"8","14","210","2","4","7"
"social",0,-0.653416661762601,-0.223552339079886,"8","14","210","2","4","8"
"social",0,-0.53531201437175,-0.203578007982303,"8","44","160","2","4","8"
"social",0,-0.802377478291601,-0.213324910120623,"8","14","210","2","4","7"
"social",2,2.65422280240278,0.336732193731304,"8","21","220","2","2","2"
"social",0,0.379378332838469,-0.186707620403785,"8","22","210","2","4","4"
"social",2,0.742558990280603,0.557167379233289,"8","14","160","2","3","5"
"social",0,-0.200150177181499,0.00171084225144049,"8","44","160","2","7","1"
"social",0,0.409170496144269,-0.150466807056707,"8","13","240","2","4","5"
"social",1,0.242476249076102,-0.118476058632701,"8","14","160","2","4","5"
"social",1,-0.366844424249666,0.01943838578083,"8","44","160","2","7","2"
"social",0,0.508477707163603,-0.112615579498901,"8","13","220","2","4","2"
"social",1,-0.290236004320466,0.432269367422199,"8","14","160","3","4","3"
"social",2,-0.579078120942414,-0.119391657034768,"8","15","160","2","4","4"
"social",2,3.36994405896354,-0.214727528949322,"8","22","210","2","2","1"
"social",1,1.42990675797871,2.18688707967339,"8","14","220","2","2","2"
"social",2,-0.254059806020566,-0.0529003815881806,"8","43","160","2","4","1"
"social",0,-0.405857971435833,-0.212682043157469,"8","14","160","2","1","6"
"social",0,0.254534981842735,-0.176421748993326,"8","13","240","2","4","5"
"social",2,0.472301508863703,-0.11901502790484,"8","22","230","2","2","4"
"social",2,0.283617807926969,1.48128214516102,"8","22","240","2","7","1"
"social",0,-0.766201279991701,-0.111667513068391,"8","43","240","2","4","7"
"social",1,0.748233688053137,-0.22055554005468,"8","22","240","2","1","4"
"social",0,-0.835432592816608,-0.203746841730202,"8","13","160","2","4","8"
"social",1,-0.908565260360131,-0.155629223579002,"17","43","160","2","7","1"
"social",0,-0.984038740734825,2.92834645799437,"10","64","160","3","7","6"
"social",0,-1.0539793907813,0.838704147460473,"8","43","240","3","7","4"
"social",0,-0.220011619385366,0.104244876071609,"8","14","160","2","7","2"
"social",2,2.05128616407111,-0.102917379403244,"8","22","220","2","7","5"
"social",0,-0.473954344706233,-0.105985608091023,"8","16","160","2","7","2"
"social",6,0.373703635065936,-0.173850281140711,"8","14","220","2","4","5"
"social",0,-0.734281105021201,-0.13293407169797,"8","43","330","2","4","6"
"social",0,-0.490269100802267,-0.060725176442728,"8","14","160","2","4","2"
"social",0,-0.508002531341433,-0.109849303475633,"8","14","160","2","7","5"
"social",0,2.84716252666891,0.655616935075441,"8","22","220","2","1","2"
"social",2,1.66115069220944,-0.176058107074774,"8","21","210","2","2","2"
"social",0,0.150262410272435,0.232470860798015,"8","16","310","2","2","2"
"social",1,2.10448645568861,-0.203704633293227,"8","22","210","2","4","2"
"social",1,0.539688544912536,-0.0711798816010859,"8","14","210","2","1","6"
"social",0,-0.805782296955121,-0.174590552189191,"8","14","160","2","4","5"
"social",2,2.88121071330411,-0.221864001600896,"8","16","210","2","3","3"
"social",2,3.32880250011268,-0.193126549626789,"8","21","220","2","1","5"
"social",0,0.977349610619171,-0.162804657864707,"8","14","210","2","2","2"
"social",0,-0.881113909885501,-0.217188605505233,"8","13","110","2","7","8"
"social",0,-0.183126083863899,-0.216227551863347,"8","14","310","2","3","5"
"social",3,0.795759281898103,-0.198155847232471,"8","14","210","2","2","2"
"social",0,-1.06667652704734,-0.194233709396665,"8","64","210","2","4","6"
"social",0,-1.02333602280962,-0.181765986474896,"2","14","150","3","7","4"
"social",0,-1.12860166649011,3.55270664493605,"22","43","930","2","7","8"
"social",2,0.536851196026269,0.04411408739683,"8","44","160","2","4","7"
"social",1,0.571608719883036,-0.129505447894484,"8","16","240","2","3","4"
"social",1,0.784409886353037,-0.142038106873136,"8","22","220","2","3","4"
"social",0,-1.08072140403436,3.24835783992545,"22","43","930","0","0","0"
"social",0,-0.716122072149094,0.0775886247206405,"8","44","530","2","7","6"
"social",0,-0.882532584328635,0.418463961728615,"28","43","990","2","4","8"
"social",1,-0.520770601329634,-0.169817752008202,"8","16","950","2","7","6"
"social",1,1.42990675797871,2.18688707967339,"8","14","220","2","2","2"
"social",0,0.0353497803786346,-0.0474652336269722,"8","14","160","2","3","5"
"social",1,-0.00933846458006547,-0.123050803840193,"28","16","220","2","2","5"
"social",0,-0.560777220625994,-0.205662455408286,"8","14","210","2","3","6"
"social",1,0.0183256870610346,-0.213389846177507,"8","13","330","2","1","8"
"social",0,-1.16435226245707,2.21038419185694,"22","43","930","2","7","2"
"social",1,-0.663702051475317,-0.200532506914433,"8","14","160","2","7","6"
"social",0,-0.999786027053605,-0.197967532667507,"8","43","220","2","7","6"
"social",0,-0.927646431620275,-0.19322720051496,"8","16","310","2","4","7"
"social",2,2.69891104736148,0.253562092074007,"8","16","240","2","4","2"
"social",2,0.87520505071357,2.41663084892972,"8","21","220","3","7","5"
"social",0,-0.756979896111334,-0.0890048292158017,"2","14","160","2","7","4"
"social",2,-0.3916712270045,-0.209211210917008,"8","14","160","2","1","10"
"social",3,-0.649160638433201,0.254344571559462,"28","43","220","2","4","1"
"social",0,-0.254769143242133,0.257899820673872,"8","14","160","2","4","6"
"social",0,-1.01234129587533,0.125901051042493,"23","43","940","2","7","2"
"social",0,-1.0518513791166,0.0932057464012932,"8","64","160","3","7","8"
"social",0,2.84716252666891,0.655616935075441,"8","22","220","2","1","2"
"social",1,-0.178870060534499,0.402690993511441,"8","22","160","2","2","6"
"social",0,-0.721371167588687,-0.210078107276412,"8","64","410","2","7","8"
"social",1,-0.197312828295233,-0.219633448046924,"8","13","310","2","1","6"
"social",1,0.282908470705402,-0.217266528773494,"8","13","210","2","4","9"
"social",2,0.793631270233403,-0.213750241293214,"8","14","240","2","2","3"
"social",0,0.0225817103904346,-0.193344085417351,"8","22","210","2","2","5"
"social",3,0.377250321173769,-0.223334803289324,"8","14","110","3","3","8"
"social",2,0.75390838582567,-0.2084027570088,"8","16","240","2","4","4"
"social",3,0.241057574632969,-0.221539321316475,"8","14","160","2","4","9"
"social",2,0.230417516309469,-0.216656129838783,"8","13","310","3","1","6"
"social",1,0.0154883381747679,-0.213782709321656,"8","14","210","2","2","4"
"social",0,-0.555386257742087,-0.217058733391465,"8","14","110","2","5","8"
"social",0,-0.146240548342433,-0.129960000292673,"8","16","210","2","3","5"
"social",0,0.265884377387802,-0.209815116246031,"8","15","120","2","2","8"
"social",0,1.25257245258704,-0.213961283478088,"8","14","210","2","2","1"
"social",1,-0.112901698928799,-0.220727620605423,"8","14","310","2","3","6"
"social",2,-0.0497706862093656,-0.220149689699153,"8","14","120","2","1","6"
"social",0,-0.441324832514167,-0.218487326642918,"8","14","310","2","4","4"
"social",6,0.782281874688337,-0.206217658694646,"8","14","210","2","4","3"
"social",0,-0.441324832514167,-0.218487326642918,"8","14","310","2","4","4"
"social",0,-0.961978353144101,-0.201506547767696,"8","43","310","2","7","8"
"social",0,-0.614119379687807,-0.220221119361726,"8","13","330","2","1","8"
"social",0,-0.799327328238864,-0.114784443798833,"8","14","310","2","2","7"
"social",2,2.65422280240278,0.336732193731304,"8","21","220","2","2","2"
"social",0,0.0211630359473013,-0.128696993986275,"8","14","240","2","7","7"
"social",1,0.66665990757297,-0.124713166896429,"8","15","160","2","3","5"
"social",2,0.742558990280603,0.557167379233289,"8","14","160","2","3","5"
"social",0,-0.200150177181499,0.00171084225144049,"8","44","160","2","7","1"
"social",0,0.409170496144269,-0.150466807056707,"8","13","240","2","4","5"
"social",1,0.242476249076102,-0.118476058632701,"8","14","160","2","4","5"
"social",1,-0.366844424249666,0.01943838578083,"8","44","160","2","7","2"
"social",0,0.508477707163603,-0.112615579498901,"8","13","220","2","4","2"
"social",1,-0.290236004320466,0.432269367422199,"8","14","160","3","4","3"
"social",2,-0.579078120942414,-0.119391657034768,"8","15","160","2","4","4"
"social",1,0.236801551303569,0.227324678289942,"8","14","160","2","4","5"
"social",3,0.288583168477935,-0.15292139000693,"8","13","160","3","8","5"
"social",1,3.41392296670068,-0.129239210061259,"8","21","240","2","4","5"
"social",0,0.0651419436844347,-0.0474392592042185,"8","14","160","3","4","5"
"social",2,-0.254059806020566,-0.0529003815881806,"8","43","160","2","4","1"
"social",1,-0.246966433804899,-0.153064249332075,"8","22","220","2","4","7"
"social",0,0.254534981842735,-0.176421748993326,"8","13","240","2","4","5"
"social",2,0.283617807926969,1.48128214516102,"8","22","240","2","7","1"
"social",0,-0.263990527122499,0.491390400412428,"8","14","330","2","4","2"
"social",0,-0.766201279991701,-0.111667513068391,"8","43","240","2","4","7"
"social",1,3.29262630181278,0.354898055644662,"8","21","240","2","2","5"
"social",0,-0.717611680314384,0.773313538178072,"8","44","240","3","4","5"
"social",0,-1.01390183776278,0.0684975767568511,"8","43","160","3","7","8"
"social",0,-0.805072959733554,0.307884350460493,"8","14","330","2","7","4"
"social",0,-1.0539793907813,0.838704147460473,"8","43","240","3","7","4"
"social",0,-0.220011619385366,0.104244876071609,"8","14","160","2","7","2"
"social",2,0.87520505071357,2.41663084892972,"8","21","220","3","7","5"
"social",0,-0.473954344706233,-0.105985608091023,"8","16","160","2","7","2"
"social",6,0.373703635065936,-0.173850281140711,"8","14","220","2","4","5"
"social",0,-0.5172239152218,-0.117446822131086,"8","13","220","2","7","6"
"social",1,0.800015305227503,-0.207867034539505,"8","14","220","2","2","5"
"social",0,-0.490269100802267,-0.060725176442728,"8","14","160","2","4","2"
"social",0,-0.508002531341433,-0.109849303475633,"8","14","160","2","7","5"
"social",0,2.84716252666891,0.655616935075441,"8","22","220","2","1","2"
"social",0,-0.61617645763035,-0.119044249130437,"8","14","160","2","2","5"
"social",0,0.409170496144269,-0.150466807056707,"8","13","240","2","4","5"
"social",2,1.89097595199704,-0.118592943535092,"8","16","240","2","3","3"
"social",2,3.41392296670068,-0.129239210061259,"8","21","240","2","4","5"
"social",0,0.0651419436844347,-0.0474392592042185,"8","14","160","3","4","5"
"social",1,-0.254059806020566,-0.0529003815881806,"8","43","160","2","4","1"
"social",0,-0.263990527122499,0.491390400412428,"8","14","330","2","4","2"
"social",1,0.283617807926969,1.48128214516102,"8","22","240","2","7","1"
"social",0,-1.01390183776278,0.0684975767568511,"8","43","160","3","7","8"
"social",0,0.87520505071357,2.41663084892972,"8","21","220","3","7","5"
"social",0,-0.5172239152218,-0.117446822131086,"8","13","220","2","7","6"
"social",0,-0.490269100802267,-0.060725176442728,"8","14","160","2","4","2"
